Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2018-02-01 ,00:00,6928.41,2605.74,31.68,0.23,140.13,400.73,113.35,2801.2,373.5,365.1,0.0,1061.0,1001.6
2018-02-01 ,01:00,7185.96,3014.94,25.14,0.23,106.98,328.13,110.9,2803.0,373.7,364.8,0.0,1062.0,1002.5
2018-02-01 ,02:00,7466.18,2991.0699999999997,21.46,0.23,126.78,347.5,111.03,2804.6,373.7,364.4,0.0,1063.0,1003.5
2018-02-01 ,03:00,7422.01,2951.23,16.01,0.21,155.18,367.7,132.68,2806.3,373.6,363.6,0.0,1065.0,1004.1
2018-02-01 ,04:00,7380.6,2747.91,14.54,0.11,226.25,450.43,128.08,2808.7,373.6,361.8,0.0,1068.0,1005.3
2018-02-01 ,05:00,7341.63,893.4699999999998,8.79,0.11,612.18,1645.05,146.73,2810.2,373.5,361.5,0.0,1070.0,1005.2
2018-02-01 ,06:00,7320.03,-455.4500000000003,10.78,0.13,1550.88,2310.38,174.65,2809.5,373.4,361.5,0.0,1069.0,1005.6
2018-02-01 ,07:00,8194.07,-469.9900000000001,12.14,1.33,1574.65,2513.4,162.08,2808.0,373.3,361.6,0.0,1068.0,1005.1
2018-02-01 ,08:00,8772.77,-242.50999999999976,15.92,7.64,1441.15,2585.3,156.38,2808.7,373.4,362.1,0.0,1068.0,1005.2
2018-02-01 ,09:00,8905.78,228.87000000000057,16.2,16.51,1469.8,2335.65,155.75,2803.9,373.2,362.5,0.0,1062.0,1006.2
2018-02-01 ,10:00,9084.22,628.5199999999995,18.14,24.8,1420.95,2160.53,153.18,2794.7,373.3,362.7,0.0,1053.0,1005.7
2018-02-01 ,11:00,9063.89,1242.7200000000003,19.42,34.76,1174.15,1792.2,153.45,2795.1,373.2,362.7,0.0,1053.0,1006.2
2018-02-01 ,12:00,8802.18,1998.0099999999998,16.52,41.36,1194.75,1098.48,156.83,2796.0,373.2,362.9,0.0,1054.0,1005.9
2018-02-01 ,13:00,8712.89,1704.5100000000004,11.77,36.12,1000.48,1456.95,164.78,2795.2,373.3,362.8,0.0,1053.0,1006.1
2018-02-01 ,14:00,8549.36,1275.3300000000004,13.52,22.57,1112.1,1593.98,156.18,2795.8,373.2,362.9,0.0,1053.0,1006.7
2018-02-01 ,15:00,8387.64,832.2399999999998,10.21,9.71,1100.65,2056.65,159.83,2795.9,373.1,362.6,0.0,1054.0,1006.2
2018-02-01 ,16:00,8384.0,167.37,10.77,1.07,1256.18,2269.78,167.68,2810.1,373.2,362.4,0.0,1069.0,1005.5
2018-02-01 ,17:00,8459.75,-467.05999999999995,10.35,0.23,1313.18,2561.25,163.98,2822.2,373.2,362.6,0.0,1081.0,1005.4
2018-02-01 ,18:00,8689.52,-139.5399999999995,9.97,0.24,1209.45,2280.58,166.53,2823.0,373.2,362.6,0.0,1081.0,1006.2
2018-02-01 ,19:00,8414.96,1515.17,7.07,0.23,728.95,1133.0,157.25,2731.1,373.2,362.5,0.0,989.0,1006.4
2018-02-01 ,20:00,7958.97,2064.03,4.8,0.23,658.75,745.73,155.85,2531.9,373.4,363.2,0.0,789.0,1006.3
2018-02-01 ,21:00,7528.92,2676.72,3.49,0.23,316.55,515.23,153.43,2660.5,373.3,363.6,0.0,918.0,1005.6
