Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2020-09-01 ,00:00,5953.24,-574.22,7.13,0.0,226.88,868.7,194.18,2957.8,0,359.5,361.4,1243.0,993.9
2020-09-01 ,01:00,6488.68,-280.37,4.67,0.0,93.05,956.88,207.58,2957.5,0,359.4,361.3,1243.0,993.8
2020-09-01 ,02:00,6765.95,-539.98,2.49,0.0,139.0,869.48,216.1,2958.5,0,359.4,361.1,1244.0,994.0
2020-09-01 ,03:00,6427.41,-2117.26,1.6,0.0,380.1,1329.58,245.6,2957.8,0,359.3,360.8,1243.0,994.7
2020-09-01 ,04:00,5563.06,-4517.23,1.21,0.0,1294.93,2529.78,359.48,2959.2,0,359.3,360.5,1245.0,994.4
2020-09-01 ,05:00,6228.92,-6118.68,0.92,51.98,2526.58,3006.8,383.4,2959.0,0,359.1,360.8,1245.0,994.1
2020-09-01 ,06:00,7055.3,-5906.24,0.53,192.03,2521.15,2897.6,380.78,2962.9,0,359.3,363.8,1246.0,993.8
2020-09-01 ,07:00,7385.8,-5913.88,0.56,266.37,2448.9,2834.6,387.58,2958.8,0,359.3,363.1,1243.0,993.4
2020-09-01 ,08:00,7414.81,-5655.04,0.36,532.98,2348.25,2734.13,406.58,2950.6,0,359.0,360.7,1241.0,989.9
2020-09-01 ,09:00,7525.02,-4848.95,0.44,787.81,2103.68,2546.08,335.43,2948.7,0,359.2,360.7,1240.0,988.8
2020-09-01 ,10:00,7747.24,-4108.94,1.86,828.3,1795.95,1820.85,272.1,2944.5,0,358.9,360.7,1236.0,988.9
2020-09-01 ,11:00,7212.39,-3149.2099999999996,4.94,1038.29,1103.73,1694.35,229.38,2943.8,0,358.8,360.7,1235.0,989.3
2020-09-01 ,12:00,7188.27,-2801.36,6.6,797.44,854.33,1632.23,246.68,2946.3,0,358.9,360.6,1238.0,988.8
