Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2021-05-01 ,00:00,6451.73,322.61,0.33,0.0,261.25,401.48,274.6,2991.1,0,362.6,362.7,1264.0,1001.8
2021-05-01 ,01:00,6633.75,1.490000000000009,0.26,0.0,322.88,388.1,264.18,2990.7,0,362.5,362.6,1264.0,1001.6
2021-05-01 ,02:00,6310.38,48.00999999999999,0.72,0.0,281.8,392.25,264.2,2995.6,0,362.7,362.4,1265.0,1005.5
2021-05-01 ,03:00,6196.73,93.23000000000002,0.95,0.0,295.5,389.6,262.3,2999.1,0,362.6,361.6,1264.0,1010.9
2021-05-01 ,04:00,6330.29,332.35999999999996,1.66,1.37,273.85,391.05,248.63,2996.0,0,362.8,361.2,1266.0,1006.0
2021-05-01 ,05:00,6599.32,-31.02999999999996,2.45,33.73,272.0,449.85,239.9,2990.3,0,362.8,361.3,1264.0,1002.2
2021-05-01 ,06:00,6391.17,34.75,2.39,109.67,293.3,592.5,240.7,2992.2,0,362.9,361.5,1266.0,1001.8
2021-05-01 ,07:00,6807.45,506.29999999999995,3.0,216.58,138.8,677.98,241.35,2988.3,0,362.8,362.0,1262.0,1001.5
2021-05-01 ,08:00,7312.91,1041.32,4.94,370.57,157.45,536.1,254.65,2986.5,0,362.8,362.0,1261.0,1000.7
2021-05-01 ,09:00,7714.81,1229.1200000000001,7.76,474.41,170.53,521.05,261.5,2985.5,0,362.9,362.3,1260.0,1000.3
2021-05-01 ,10:00,7900.9,1126.6999999999998,8.41,631.83,188.5,521.23,271.5,2983.9,0,362.7,362.3,1259.0,999.9
2021-05-01 ,11:00,7938.23,1411.1399999999999,9.65,373.27,167.25,515.63,275.38,2984.0,0,362.4,362.2,1259.0,1000.4
2021-05-01 ,12:00,7923.89,1173.2,10.47,272.59,179.23,598.25,282.58,2985.6,0,362.5,362.1,1261.0,1000.0
2021-05-01 ,13:00,7654.05,1389.83,9.11,384.64,174.88,560.45,258.08,2986.7,0,362.5,362.1,1261.0,1001.1
2021-05-01 ,14:00,7663.16,1797.42,8.89,284.64,81.73,528.78,267.5,2984.5,0,362.6,362.3,1259.0,1000.6
2021-05-01 ,15:00,7789.77,1727.55,7.96,215.9,102.13,576.98,270.95,2982.8,0,362.6,362.1,1258.0,1000.1
2021-05-01 ,16:00,7957.89,1034.0,7.82,149.54,184.23,728.8,271.9,2985.8,0,362.6,362.1,1261.0,1000.1
2021-05-01 ,17:00,7764.74,-1383.3700000000001,6.73,46.79,841.28,1292.88,258.55,2984.7,0,362.6,362.1,1260.0,1000.0
2021-05-01 ,18:00,6909.72,-2131.79,7.97,2.8,1250.8,1099.43,275.4,2986.7,0,362.6,362.1,1261.0,1001.0
2021-05-01 ,19:00,6729.95,-2188.69,10.77,0.0,1035.7,993.78,281.7,2986.6,0,362.7,362.2,1260.0,1001.7
2021-05-01 ,20:00,6468.13,-1791.62,13.06,0.0,862.1,830.73,287.18,2991.1,0,362.8,362.7,1263.0,1002.6
2021-05-01 ,21:00,6369.02,-1059.9599999999998,13.31,0.0,438.0,640.98,282.58,2992.1,0,362.7,363.2,1263.0,1003.2
2021-05-01 ,22:00,6328.86,-1123.63,11.23,0.0,169.23,795.73,265.98,2992.7,0,362.9,363.2,1263.0,1003.6
2021-05-01 ,23:00,6167.16,-577.55,9.66,0.0,109.33,614.25,259.13,2992.9,0,362.7,363.4,1263.0,1003.8
2021-05-02 ,00:00,6288.67,-247.76999999999992,10.43,0.0,129.33,619.33,266.33,2993.2,0,362.8,363.4,1263.0,1004.0
2021-05-02 ,01:00,6652.63,-3.3099999999998886,13.69,0.0,125.15,564.1,268.13,2992.7,0,362.9,363.2,1262.0,1004.6
2021-05-02 ,02:00,6720.44,-75.26999999999992,12.43,0.0,106.6,527.55,280.15,2991.7,0,363.1,362.8,1262.0,1003.8
2021-05-02 ,03:00,6517.84,-2.169999999999959,11.45,0.0,87.58,434.33,281.55,2992.8,0,363.2,362.1,1263.0,1004.5
2021-05-02 ,04:00,6417.68,4.180000000000064,11.73,0.0,165.75,408.7,280.18,2991.7,0,363.3,361.8,1263.0,1003.6
2021-05-02 ,05:00,6520.45,-167.7199999999999,9.84,39.92,173.13,444.28,279.95,2993.4,0,363.3,362.1,1264.0,1004.0
2021-05-02 ,06:00,6470.21,-72.42000000000007,12.57,82.17,132.03,468.7,269.4,2993.1,0,363.4,362.4,1264.0,1003.3
