Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2022-02-01 ,00:00,7794.61,4044.4100000000003,35.96,0.0,25.15,590.43,91.55,1735.0,0,364.3,362.8,1286.0,1007.9
2022-02-01 ,01:00,7485.74,4199.78,26.45,0.0,144.75,244.55,91.88,2699.4,0,364.3,362.8,1287.0,1007.3
2022-02-01 ,02:00,8170.82,4245.200000000001,22.14,0.0,84.58,212.3,93.53,2517.8,0,364.2,362.6,1287.0,1007.7
2022-02-01 ,03:00,8793.45,3924.52,20.93,0.0,77.8,268.28,92.3,2517.8,0,364.3,361.7,1286.0,1008.2
2022-02-01 ,04:00,8127.48,4125.21,20.29,0.0,40.98,651.15,90.35,3019.8,0,364.2,360.6,1287.0,1008.0
2022-02-01 ,05:00,8504.33,3789.4300000000003,19.14,0.0,179.03,730.4,90.73,3019.1,0,364.1,360.2,1287.0,1007.8
2022-02-01 ,06:00,9416.18,1275.18,18.55,0.0,887.4,1625.98,96.7,3019.1,0,364.0,359.9,1287.0,1008.2
2022-02-01 ,07:00,9515.29,379.38999999999965,19.32,0.0,1579.05,2021.7,87.43,3020.6,0,364.0,360.3,1288.0,1008.3
2022-02-01 ,08:00,9486.51,1249.25,19.87,19.65,1156.6,1870.58,88.28,3021.0,0,364.0,360.5,1288.0,1008.5
2022-02-01 ,09:00,9820.49,1972.5900000000001,19.38,138.82,994.9,1361.4,90.9,3021.8,0,364.1,361.0,1288.0,1008.7
2022-02-01 ,10:00,9508.7,3034.8199999999997,17.93,282.17,744.33,916.18,89.93,3021.0,0,364.1,361.0,1288.0,1007.9
2022-02-01 ,11:00,9737.03,4305.91,19.16,256.02,540.6,899.73,90.25,2822.7,0,364.2,361.2,1288.0,809.3
2022-02-01 ,12:00,9598.59,3886.47,18.37,220.84,491.35,975.93,90.33,3021.6,0,364.1,361.3,1287.0,1009.2
