Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2023-01-01 ,00:00,7373.01,3005.1,999.5,1278.0,0,363.7,363.9,3262.4,0.0,1105.5
2023-01-01 ,01:00,7464.26,3008.9,1001.1,1280.0,0,363.9,363.9,3283.4,0.0,1172.0
2023-01-01 ,02:00,6896.76,3009.0,1000.9,1280.0,0,364.1,364.0,2054.1,0.0,1833.6
2023-01-01 ,03:00,7145.96,3008.6,1001.0,1280.0,0,363.7,363.9,2130.7,0.0,2006.7
2023-01-01 ,04:00,7148.45,3007.5,1000.4,1280.0,0,363.0,364.1,2442.7,0.0,1698.2
2023-01-01 ,05:00,7148.89,3006.5,1000.0,1280.0,0,362.6,363.9,2854.4,0.0,1288.0
2023-01-01 ,06:00,7165.62,3005.6,999.9,1279.0,0,362.7,364.0,2220.6,0.0,1939.4
2023-01-01 ,07:00,7154.78,3007.6,999.8,1281.0,0,362.8,364.0,2399.2,0.0,1748.0
2023-01-01 ,08:00,6961.26,3006.1,999.0,1280.0,0,363.0,364.1,2089.6,0.0,1865.6
2023-01-01 ,09:00,6956.48,3005.9,998.3,1280.0,0,363.6,364.0,2226.7,0.0,1723.8
2023-01-01 ,10:00,6952.93,3002.1,998.2,1276.0,0,363.8,364.1,2677.2,0.0,1273.6
2023-01-01 ,11:00,6941.52,2997.3,996.3,1273.0,0,364.0,364.0,2272.9,0.0,1671.3
2023-01-01 ,12:00,6948.93,2996.0,995.8,1272.0,0,364.2,364.0,2722.9,0.0,1230.0
2023-01-01 ,13:00,6951.72,2993.9,994.7,1271.0,0,364.3,363.9,2857.8,0.0,1100.1
2023-01-01 ,14:00,6948.95,2992.5,994.3,1270.0,0,364.3,363.9,3956.4,0.0,-84.3
2023-01-01 ,15:00,6966.14,2994.2,995.2,1271.0,0,364.0,364.0,3971.9,0.0,-545.2
2023-01-01 ,16:00,6696.19,2995.5,996.4,1272.0,0,363.3,363.8,3700.7,0.0,-539.8
2023-01-01 ,17:00,7675.24,2997.0,995.0,1275.0,0,363.2,363.8,4678.2,0.0,-1215.3
2023-01-01 ,18:00,7459.96,2999.3,996.4,1276.0,0,363.1,363.8,4460.7,0.0,-1319.7
2023-01-01 ,19:00,7151.05,3003.3,998.2,1278.0,0,363.2,363.9,4147.8,0.0,-865.0
2023-01-01 ,20:00,7408.21,3012.3,1006.0,1279.0,0,363.4,363.9,4395.9,0.0,-97.6
2023-01-01 ,21:00,7497.34,3010.3,1003.5,1279.0,0,363.8,364.0,4487.0,0.0,-48.2
2023-01-01 ,22:00,6775.05,3010.3,1002.7,1280.0,0,363.7,363.9,3764.8,0.0,-46.4
2023-01-01 ,23:00,6905.48,3009.2,1001.9,1280.0,0,363.4,363.9,2101.1,0.0,1795.2
2023-01-02 ,00:00,7264.91,3011.2,1002.8,1281.0,0,363.5,363.9,2005.5,0.0,2248.2
2023-01-02 ,01:00,7265.86,3011.9,1003.7,1281.0,0,363.4,363.8,1906.6,0.0,2347.4
2023-01-02 ,02:00,7266.41,3014.8,1004.7,1283.0,0,363.2,363.9,1445.2,0.0,2806.4
2023-01-02 ,03:00,7266.32,3013.4,1005.1,1282.0,0,362.4,363.9,1433.5,0.0,2819.4
2023-01-02 ,04:00,7264.08,3012.4,1003.6,1283.0,0,362.0,363.8,2309.0,0.0,1942.6
2023-01-02 ,05:00,7263.32,3010.6,1002.4,1283.0,0,361.6,363.6,3189.5,0.0,1063.2
2023-01-02 ,06:00,7325.54,3012.9,1004.6,1283.0,0,361.6,363.7,3752.2,0.0,560.5
2023-01-02 ,07:00,7318.06,3015.6,1006.3,1284.0,0,361.6,363.7,4302.5,0.0,-162.5
2023-01-02 ,08:00,7461.16,3013.5,1004.0,1284.0,0,361.9,363.6,4340.7,0.0,107.0
2023-01-02 ,09:00,7525.08,3012.8,1004.0,1283.0,0,362.1,363.7,4512.3,0.0,-101.0
2023-01-02 ,10:00,7387.44,3011.6,1002.3,1283.0,0,362.5,363.8,4375.8,0.0,-243.7
2023-01-02 ,11:00,7352.54,3007.1,1000.7,1280.0,0,362.7,363.7,4068.1,0.0,277.3
2023-01-02 ,12:00,7405.1,3003.0,997.7,1278.0,0,363.4,363.9,4185.8,0.0,216.3
2023-01-02 ,13:00,7384.33,2999.3,995.7,1276.0,0,363.7,363.9,4283.7,0.0,101.3
2023-01-02 ,14:00,7353.95,2996.5,994.9,1274.0,0,363.6,364.0,4357.4,0.0,-1114.2
2023-01-02 ,15:00,7322.33,2995.6,995.1,1273.0,0,363.6,363.9,4326.7,0.0,-803.7
2023-01-02 ,16:00,7613.0,2997.0,995.5,1274.0,0,363.6,363.9,4616.0,0.0,-1718.2
2023-01-02 ,17:00,7910.33,2997.3,996.2,1274.0,0,363.3,363.8,4913.0,0.0,-2064.1
2023-01-02 ,18:00,7481.65,3000.8,997.5,1276.0,0,363.4,363.9,4480.8,0.0,-1557.1
2023-01-02 ,19:00,7246.72,2999.8,997.5,1275.0,0,363.4,363.9,4246.9,0.0,-1197.7
2023-01-02 ,20:00,7569.52,3002.6,998.8,1276.0,0,363.8,364.0,4566.9,0.0,-509.1
2023-01-02 ,21:00,7098.59,3012.8,1007.5,1277.0,0,364.2,364.1,4085.8,0.0,-210.2
2023-01-02 ,22:00,7304.47,3013.8,1008.5,1277.0,0,364.3,364.0,4165.2,0.0,125.5
2023-01-02 ,23:00,7279.24,3016.5,1009.4,1279.0,0,364.2,363.9,3498.1,0.0,764.6
2023-01-03 ,00:00,7370.05,3016.0,1009.5,1278.0,0,364.4,364.1,3596.2,0.0,757.9
2023-01-03 ,01:00,7370.26,3016.0,1008.7,1279.0,0,364.3,364.0,3429.1,0.0,925.1
2023-01-03 ,02:00,7329.81,3007.0,1000.8,1278.0,0,364.3,363.9,3173.8,0.0,1149.0
2023-01-03 ,03:00,7328.95,3009.4,1001.7,1280.0,0,363.7,364.0,2804.4,0.0,1515.1
2023-01-03 ,04:00,7369.61,3007.2,1001.4,1279.0,0,362.9,363.9,2778.3,0.0,1584.2
2023-01-03 ,05:00,6805.52,3006.2,1001.3,1279.0,0,361.9,364.0,3136.6,0.0,662.8
2023-01-03 ,06:00,7774.41,3006.7,1001.3,1280.0,0,361.9,363.5,4767.7,0.0,-431.9
2023-01-03 ,07:00,7485.64,3005.1,1000.7,1279.0,0,361.9,363.5,4480.5,0.0,-932.0
2023-01-03 ,08:00,7534.96,3009.4,1001.2,1280.0,0,362.4,365.8,4525.6,0.0,-662.4
2023-01-03 ,09:00,7749.35,3009.9,1000.8,1280.0,0,362.4,366.7,4501.4,0.0,238.0
2023-01-03 ,10:00,7891.59,3005.9,1001.1,1279.0,0,362.1,363.7,4574.1,0.0,311.6
2023-01-03 ,11:00,7834.82,2836.9,831.9,1279.0,0,362.5,363.5,4802.3,0.0,195.6
2023-01-03 ,12:00,7614.2,3004.8,1001.5,1277.0,0,362.7,363.6,4609.4,0.0,-207.8
2023-01-03 ,13:00,7468.49,3005.9,1001.7,1278.0,0,362.7,363.5,4462.6,0.0,-534.5
2023-01-03 ,14:00,7858.31,3003.4,1000.3,1277.0,0,362.6,363.5,4854.9,0.0,-807.2
2023-01-03 ,15:00,7738.36,3004.2,1000.4,1278.0,0,362.3,363.5,4734.2,0.0,-851.0
2023-01-03 ,16:00,8033.15,3002.9,999.3,1278.0,0,362.2,363.4,5030.2,0.0,-977.1
2023-01-03 ,17:00,7927.39,3006.7,1001.2,1280.0,0,362.0,363.5,4920.7,0.0,-1569.5
2023-01-03 ,18:00,7679.16,3007.8,1001.4,1281.0,0,361.8,363.6,4671.4,0.0,-523.8
2023-01-03 ,19:00,7752.22,3009.3,1001.4,1282.0,0,362.3,363.6,3601.3,0.0,1141.6
2023-01-03 ,20:00,7252.69,3010.6,1001.3,1283.0,0,362.8,363.5,2259.3,0.0,1982.8
2023-01-03 ,21:00,7763.14,3011.8,1002.8,1282.0,0,363.3,363.7,2600.6,0.0,2150.7
2023-01-03 ,22:00,7352.97,3014.3,1003.1,1284.0,0,363.6,363.6,1807.6,0.0,2531.0
