Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2022-12-01 ,00:00,8328.39,3017.7,1007.8,1283.0,0,363.6,363.3,1339.3,0.0,3971.4
2022-12-01 ,01:00,8302.51,3017.7,1007.7,1283.0,0,363.6,363.4,1307.0,0.0,3977.8
2022-12-01 ,02:00,8295.98,3017.8,1008.0,1283.0,0,363.5,363.3,1241.5,0.0,4036.7
2022-12-01 ,03:00,8305.8,3016.9,1007.5,1283.0,0,363.0,363.4,1128.9,0.0,4160.0
2022-12-01 ,04:00,8263.8,3016.9,1007.4,1284.0,0,362.2,363.3,1109.9,0.0,4137.0
2022-12-01 ,05:00,8408.68,3015.8,1007.7,1284.0,0,360.8,363.3,3211.8,0.0,2181.1
2022-12-01 ,06:00,8485.97,3017.3,1009.4,1284.0,0,360.7,363.2,5468.7,0.0,-1016.0
2022-12-01 ,07:00,8535.88,3017.3,1008.5,1285.0,0,360.7,363.1,5518.6,0.0,-1476.2
2022-12-01 ,08:00,8879.9,3017.1,1008.5,1284.0,0,361.6,363.0,5837.2,25.61,-1783.4
2022-12-01 ,09:00,8909.27,3025.2,1016.1,1284.0,0,362.0,363.1,5817.9,66.18,-1354.5
2022-12-01 ,10:00,9019.83,3026.3,1017.3,1284.0,0,362.0,363.0,5837.9,155.59,-149.5
2022-12-01 ,11:00,9078.68,3025.3,1017.0,1283.0,0,362.2,363.1,5874.6,178.82,-207.6
2022-12-01 ,12:00,8799.7,3019.4,1015.5,1283.0,0,357.8,363.1,5509.7,270.61,-799.6
2022-12-01 ,13:00,8847.13,3014.9,1007.3,1284.0,0,360.6,363.0,5665.2,167.08,-1069.3
2022-12-01 ,14:00,8765.43,3014.9,1006.6,1284.0,0,361.2,363.1,5719.9,30.66,-2325.8
2022-12-01 ,15:00,8748.45,3022.1,1015.2,1282.0,0,361.7,363.2,5726.4,0.0,-1035.1
2022-12-01 ,16:00,8858.3,3024.7,1016.6,1283.0,0,362.0,363.1,5833.6,0.0,-2587.8
