Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2022-04-01 ,00:00,6827.0,2239.98,9.07,0.0,76.95,410.73,131.88,3019.6,0,363.5,363.7,1286.0,1006.4
2022-04-01 ,01:00,6261.59,2346.51,6.96,0.0,59.58,309.33,124.63,3018.1,0,363.4,363.5,1286.0,1005.2
2022-04-01 ,02:00,6144.08,1915.92,7.74,0.0,65.63,449.6,121.2,3017.7,0,363.5,363.3,1287.0,1003.9
2022-04-01 ,03:00,6574.22,972.16,7.16,0.0,231.18,900.13,117.1,3017.8,0,363.4,361.9,1287.0,1005.5
2022-04-01 ,04:00,6870.21,-1446.8800000000003,6.93,0.0,1413.7,1561.6,127.68,3020.0,0,363.5,360.8,1288.0,1007.7
2022-04-01 ,05:00,7938.97,-2234.8200000000006,8.54,0.0,1959.28,2056.83,232.98,3019.7,0,363.3,360.9,1288.0,1007.5
2022-04-01 ,06:00,8178.7,-1896.56,9.12,10.59,2058.25,2118.1,229.03,3018.3,0,363.1,361.0,1288.0,1006.2
2022-04-01 ,07:00,8140.25,-2407.51,13.55,94.88,2510.03,2235.03,236.3,3019.4,0,363.1,361.4,1288.0,1006.9
2022-04-01 ,08:00,6790.93,-1588.47,15.59,223.31,2190.6,2126.73,223.6,3020.5,0,363.3,361.4,1288.0,1007.8
2022-04-01 ,09:00,6598.62,-1360.15,14.87,271.56,2214.4,2035.8,173.93,3020.6,0,363.1,361.6,1288.0,1007.9
2022-04-01 ,10:00,8129.1,-630.72,14.43,259.4,1658.03,1920.65,177.1,3021.1,0,363.2,361.8,1288.0,1008.1
2022-04-01 ,11:00,8119.02,223.06,16.29,257.78,1382.73,1480.88,136.53,3022.5,0,363.3,361.7,1289.0,1008.5
2022-04-01 ,12:00,8178.78,996.68,17.2,336.39,1098.15,1166.0,138.5,3022.3,0,363.3,361.7,1288.0,1009.3
2022-04-01 ,13:00,8594.1,1801.71,19.57,430.03,904.8,824.9,137.93,2974.0,0,363.4,361.8,1239.0,1009.8
2022-04-01 ,14:00,7647.86,2189.0,22.68,187.7,501.58,813.13,141.95,2996.8,0,363.3,361.5,1262.0,1010.0
2022-04-01 ,15:00,6972.99,1698.37,19.98,112.33,724.25,838.3,146.48,3020.3,0,363.3,361.3,1286.0,1009.7
2022-04-01 ,16:00,7482.9,719.59,18.16,30.8,1047.1,1063.9,240.1,3023.4,0,363.4,361.4,1288.0,1010.6
2022-04-01 ,17:00,8576.99,-1129.7199999999998,18.23,0.43,1193.15,2062.8,239.95,3022.4,0,363.4,361.3,1287.0,1010.7
2022-04-01 ,18:00,6746.83,-1281.24,14.76,0.0,1248.6,2121.0,249.2,3023.6,0,363.3,361.6,1288.0,1010.7
2022-04-01 ,19:00,7946.61,-123.97000000000014,12.86,0.0,1034.95,1645.48,159.35,3022.6,0,363.2,361.8,1288.0,1009.6
2022-04-01 ,20:00,6846.54,1115.5400000000002,13.57,0.0,797.68,857.58,134.3,3022.7,0,363.6,362.7,1288.0,1008.4
