Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2019-07-01 ,00:00,5924.45,-2043.81,19.01,0.0,894.88,1978.93,451.63,2036.7,363.2,355.1,356.9,0.0,961.5
2019-07-01 ,01:00,6269.69,-1803.0000000000002,15.85,0.0,862.23,1960.85,451.53,2038.5,363.2,355.1,356.7,0.0,963.5
2019-07-01 ,02:00,6471.03,-2029.3099999999995,5.32,0.01,853.88,2073.83,451.55,2041.3,362.6,355.0,356.7,0.0,967.0
2019-07-01 ,03:00,6426.81,-1836.2400000000002,2.85,0.36,971.63,2009.78,447.58,2044.2,362.4,355.1,356.7,0.0,970.0
2019-07-01 ,04:00,6523.4,-2808.43,5.15,12.64,1512.65,2161.6,450.68,2046.2,362.1,355.2,356.7,0.0,972.2
2019-07-01 ,05:00,6389.93,-3084.7000000000003,3.94,47.42,1897.03,2532.75,449.93,2043.7,361.9,355.2,356.7,0.0,969.9
2019-07-01 ,06:00,7189.4,-4939.24,5.85,96.81,3048.85,2804.48,438.13,2042.8,361.6,355.5,356.7,0.0,969.0
2019-07-01 ,07:00,7778.82,-5461.91,0.42,142.37,3242.35,3117.38,449.25,2040.7,361.5,355.1,356.5,0.0,967.6
2019-07-01 ,08:00,7977.59,-5451.71,0.6,199.13,3219.2,3048.0,446.73,2042.7,361.3,354.9,356.4,0.0,970.1
2019-07-01 ,09:00,8154.88,-4452.5,1.97,221.05,2788.3,2775.38,449.93,2046.6,361.2,354.8,356.2,0.0,974.4
2019-07-01 ,10:00,8417.01,-3088.5999999999995,3.48,223.69,1889.08,2297.03,451.48,2043.9,361.2,354.3,355.7,0.0,972.7
2019-07-01 ,11:00,8050.64,-1743.75,4.04,240.97,1202.83,2049.18,450.98,2037.7,360.8,353.9,355.6,0.0,967.4
2019-07-01 ,12:00,8172.14,-1312.2800000000002,10.75,240.89,1071.43,2045.13,451.48,2030.3,360.9,354.0,355.4,0.0,960.0
2019-07-01 ,13:00,8392.98,-979.71,8.03,218.22,1046.55,1925.68,451.6,2030.1,361.0,353.5,354.8,0.0,960.8
2019-07-01 ,14:00,8467.29,-1404.29,6.34,173.65,1165.33,2054.55,451.5,2027.1,361.0,353.3,354.7,0.0,958.1
2019-07-01 ,15:00,8081.3,-3060.3100000000004,7.56,128.89,1736.05,2422.9,451.78,2030.2,361.0,353.3,354.8,0.0,961.1
