Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2019-10-01 ,00:00,6616.15,2631.96,8.4,0.0,91.5,215.93,162.23,3340.0,364.9,361.8,362.3,1254.0,997.0
2019-10-01 ,01:00,6562.8,2694.27,8.45,0.0,62.18,195.78,159.53,3341.4,364.9,362.0,362.3,1254.0,998.2
2019-10-01 ,02:00,6597.6,2511.8900000000003,8.23,0.0,71.53,197.8,153.98,3344.6,365.1,362.1,362.1,1257.0,998.3
2019-10-01 ,03:00,6445.95,2633.9300000000003,8.59,0.0,123.35,227.7,159.23,3344.2,365.1,362.0,362.0,1256.0,999.1
2019-10-01 ,04:00,6631.32,1088.5000000000002,9.08,0.01,281.98,1228.25,163.75,3342.0,365.1,362.2,361.6,1255.0,998.1
2019-10-01 ,05:00,6602.93,-1207.9199999999998,9.86,1.24,1531.13,1762.53,185.1,3341.2,365.1,362.0,361.6,1255.0,997.5
2019-10-01 ,06:00,7230.0,-2072.0099999999998,9.83,22.07,1672.65,1970.03,267.63,3340.0,364.9,362.1,361.7,1253.0,998.3
2019-10-01 ,07:00,7516.54,-138.55000000000007,10.35,67.53,749.98,1316.53,266.6,3339.9,364.9,362.1,361.8,1253.0,998.1
2019-10-01 ,08:00,7490.88,1194.19,10.35,123.48,605.48,683.6,257.35,3333.0,363.5,362.0,362.1,1249.0,996.4
2019-10-01 ,09:00,7716.85,1117.48,9.52,175.95,587.53,840.58,255.28,3323.3,364.5,361.9,362.0,1243.0,991.9
2019-10-01 ,10:00,7835.66,1157.2899999999997,8.2,199.91,477.43,523.1,151.2,3310.4,364.7,361.8,362.0,1233.0,988.9
2019-10-01 ,11:00,7247.95,1136.02,7.59,202.71,555.03,674.08,157.63,3300.4,364.6,361.5,361.7,1225.0,987.6
2019-10-01 ,12:00,7296.37,1711.6799999999998,9.35,188.48,489.83,519.48,155.8,3295.3,364.6,364.2,361.7,1220.0,984.8
2019-10-01 ,13:00,7353.64,2293.7,10.58,155.28,419.68,511.25,166.13,3291.1,364.5,363.9,361.5,1219.0,982.2
2019-10-01 ,14:00,7296.92,2136.87,13.61,109.32,503.9,658.7,187.25,3287.2,364.6,361.1,361.6,1218.0,981.9
2019-10-01 ,15:00,7048.47,968.9100000000003,15.88,58.14,613.65,1381.95,297.33,3292.2,364.7,361.2,361.4,1222.0,982.9
2019-10-01 ,16:00,7005.59,-1040.7500000000002,17.25,17.29,1507.28,1815.63,299.03,3295.0,364.7,361.4,361.6,1224.0,983.3
2019-10-01 ,17:00,7206.92,-3828.3399999999992,20.16,0.72,2562.48,2558.13,306.53,3298.4,364.6,361.4,361.5,1227.0,983.9
2019-10-01 ,18:00,7288.27,-3411.09,20.09,0.01,2162.83,2103.63,306.63,3298.8,364.7,361.6,361.5,1227.0,984.0
2019-10-01 ,19:00,6861.34,631.33,17.12,0.0,468.88,1217.08,224.6,3302.3,364.7,361.5,362.0,1227.0,987.1
2019-10-01 ,20:00,6518.72,1749.46,14.61,0.0,303.0,553.48,174.9,3309.4,364.7,361.8,362.3,1231.0,989.6
2019-10-01 ,21:00,6360.52,2192.9,13.95,0.0,171.95,435.4,178.2,3314.1,364.6,362.0,362.3,1234.0,991.2
2019-10-01 ,22:00,6655.99,2687.29,18.36,0.0,123.33,351.38,177.4,3319.3,364.6,361.8,362.3,1234.0,996.6
2019-10-01 ,23:00,6694.81,2608.09,18.82,0.0,101.0,299.9,180.75,3320.7,364.7,362.0,362.6,1234.0,997.4
2019-10-02 ,00:00,6620.54,2387.89,22.91,0.0,51.0,233.48,180.08,3313.0,364.8,362.0,362.6,1233.0,990.6
2019-10-02 ,01:00,6488.86,2359.72,22.14,0.0,52.0,216.15,173.68,3316.0,364.8,362.1,362.9,1236.0,990.2
2019-10-02 ,02:00,6540.05,2201.67,22.69,0.0,48.0,222.23,185.03,3317.2,364.8,362.1,362.6,1237.0,990.7
2019-10-02 ,03:00,6461.72,2341.7999999999997,17.85,0.0,59.1,282.73,186.85,3318.5,364.5,362.0,362.4,1238.0,991.6
2019-10-02 ,04:00,6636.07,1085.8600000000001,18.04,0.01,267.3,901.15,270.88,3318.6,364.4,362.1,362.1,1238.0,992.0
