Date,Time,TotalLoadValue,FlowValue,Wind Onshore,Solar,Hydro Pumped Storage,Hydro Water Reservoir,Hydro Run-of-river and poundage,Nuclear,KKM Produktion,Beznau 2,Beznau 1,Leibstadt,Kernkraftwerk Gösgen
2017-02-01 ,00:00,7736.68,4596.24,17.97,0.17,153.08,356.0,102.38,1689.4,373.0,314.0,0.0,0.0,1002.4
2017-02-01 ,01:00,7954.66,4390.49,16.91,0.16,127.05,345.7,103.68,1691.3,373.0,316.0,0.0,0.0,1002.3
2017-02-01 ,02:00,7691.45,4464.32,16.51,0.15,132.18,360.9,103.25,1689.5,373.0,314.0,0.0,0.0,1002.5
2017-02-01 ,03:00,7824.37,4441.870000000001,15.06,0.15,83.7,360.1,102.18,1689.5,373.0,314.0,0.0,0.0,1002.5
2017-02-01 ,04:00,7784.55,4683.4400000000005,14.35,0.15,98.1,389.9,100.4,1687.1,373.0,311.0,0.0,0.0,1003.1
2017-02-01 ,05:00,8101.21,4831.75,12.65,0.16,111.53,411.88,97.0,1698.5,373.0,323.0,0.0,0.0,1002.5
2017-02-01 ,06:00,8340.9,3722.5300000000007,10.03,0.17,565.75,847.03,96.4,1731.7,373.0,357.0,0.0,0.0,1001.7
2017-02-01 ,07:00,8479.61,3157.37,6.74,3.31,942.63,1142.68,96.95,1735.0,373.0,361.0,0.0,0.0,1001.0
2017-02-01 ,08:00,8816.22,3300.71,4.68,20.49,726.73,1150.35,97.45,1737.1,373.0,362.0,0.0,0.0,1002.1
2017-02-01 ,09:00,8866.72,3893.8899999999994,5.29,49.24,442.75,962.55,97.15,1736.6,373.0,362.0,0.0,0.0,1001.6
2017-02-01 ,10:00,8858.98,3662.5299999999997,4.8,79.44,418.88,1091.65,96.8,1736.1,373.0,362.0,0.0,0.0,1001.1
2017-02-01 ,11:00,8783.29,4076.35,2.77,106.61,211.4,633.88,97.23,1737.5,373.0,363.0,0.0,0.0,1001.5
2017-02-01 ,12:00,8446.02,4164.15,1.61,117.88,170.55,586.98,96.6,1715.7,352.0,362.0,0.0,0.0,1001.7
2017-02-01 ,13:00,8319.69,3691.31,1.21,107.34,306.18,778.85,97.2,1690.1,327.0,363.0,0.0,0.0,1000.1
2017-02-01 ,14:00,8091.88,3510.1099999999997,1.98,68.48,476.88,710.48,97.3,1688.4,326.0,364.0,0.0,0.0,998.4
2017-02-01 ,15:00,8053.69,3090.8199999999997,2.92,22.31,508.68,1177.33,96.83,1684.6,325.0,362.0,0.0,0.0,997.6
2017-02-01 ,16:00,8055.64,2885.3100000000004,3.02,1.58,742.53,1113.53,95.85,1701.3,340.0,363.0,0.0,0.0,998.3
2017-02-01 ,17:00,8276.71,2955.68,7.37,0.17,615.43,1401.73,95.15,1729.2,369.0,362.0,0.0,0.0,998.2
2017-02-01 ,18:00,8661.43,3395.2599999999998,8.98,0.17,454.23,993.13,94.33,1736.6,373.0,363.0,0.0,0.0,1000.6
2017-02-01 ,19:00,8356.85,3615.42,8.81,0.16,322.48,678.03,93.8,1738.1,374.0,363.0,0.0,0.0,1001.1
2017-02-01 ,20:00,7856.5,4225.74,9.37,0.17,112.15,378.23,93.43,1738.7,374.0,363.0,0.0,0.0,1001.7
2017-02-01 ,21:00,7748.67,4291.27,9.03,0.17,124.8,345.5,93.05,1741.2,374.0,365.0,0.0,0.0,1002.2
2017-02-01 ,22:00,7813.55,4426.98,11.1,0.15,98.7,320.13,92.38,1740.4,374.0,364.0,0.0,0.0,1002.4
2017-02-01 ,23:00,7818.9,4219.6900000000005,18.81,0.16,88.8,368.95,91.65,1741.1,374.0,365.0,0.0,0.0,1002.1
2017-02-02 ,00:00,7695.95,4472.530000000001,12.46,0.16,100.3,384.1,93.73,1740.1,374.0,364.0,0.0,0.0,1002.1
2017-02-02 ,01:00,7848.27,4457.3099999999995,17.91,0.15,90.2,358.8,100.55,1740.9,374.0,364.0,0.0,0.0,1002.9
2017-02-02 ,02:00,7784.41,4501.18,24.04,0.16,67.5,339.4,100.23,1742.5,374.0,365.0,0.0,0.0,1003.5
2017-02-02 ,03:00,7773.11,4385.02,26.04,0.18,76.3,343.6,98.68,1739.9,374.0,363.0,0.0,0.0,1002.9
2017-02-02 ,04:00,7662.73,4625.530000000001,25.34,0.18,109.2,407.5,97.4,1739.3,374.0,362.0,0.0,0.0,1003.3
2017-02-02 ,05:00,8020.56,4122.9800000000005,26.25,0.17,178.88,422.8,96.4,1737.5,374.0,361.0,0.0,0.0,1002.5
2017-02-02 ,06:00,7676.51,3948.1100000000006,23.41,24.09,498.9,706.83,95.33,1738.7,373.0,362.0,0.0,0.0,1003.7
2017-02-02 ,07:00,8404.73,2724.7199999999993,23.97,10.98,1268.9,1249.05,95.78,1737.1,373.0,361.0,0.0,0.0,1003.1
2017-02-02 ,08:00,8805.75,3074.75,18.48,38.94,1165.75,990.2,94.88,1737.8,373.0,361.0,0.0,0.0,1003.8
2017-02-02 ,09:00,8811.8,3258.2200000000003,13.61,67.42,1083.03,834.13,94.73,1745.3,373.0,362.0,0.0,0.0,1010.3
2017-02-02 ,10:00,8813.57,3576.5800000000004,12.75,91.88,943.78,748.2,94.63,1738.8,373.0,363.0,0.0,0.0,1002.8
2017-02-02 ,11:00,8774.01,4555.33,13.68,103.8,248.45,387.65,94.9,1738.4,373.0,362.0,0.0,0.0,1003.4
2017-02-02 ,12:00,8457.74,4736.73,13.86,99.92,186.38,392.7,94.38,1739.6,374.0,363.0,0.0,0.0,1002.6
2017-02-02 ,13:00,8518.32,4302.8,15.31,81.0,213.7,482.8,93.08,1736.6,373.0,362.0,0.0,0.0,1001.6
2017-02-02 ,14:00,8211.02,3988.99,13.62,53.21,255.28,600.8,90.45,1737.6,373.0,363.0,0.0,0.0,1001.6
2017-02-02 ,15:00,8128.86,3699.57,15.66,22.01,448.68,626.1,88.98,1737.0,373.0,363.0,0.0,0.0,1001.0
2017-02-02 ,16:00,8151.14,3515.12,19.93,2.01,585.85,778.5,88.45,1737.3,373.0,363.0,0.0,0.0,1001.3
2017-02-02 ,17:00,8334.55,2834.7599999999998,18.91,0.16,906.53,1202.8,88.35,1737.6,374.0,362.0,0.0,0.0,1001.6
2017-02-02 ,18:00,8679.5,2993.54,16.79,0.16,732.73,1062.8,88.8,1739.9,374.0,363.0,0.0,0.0,1002.9
2017-02-02 ,19:00,8396.93,3701.99,14.45,0.16,408.0,595.33,75.68,1739.1,373.0,363.0,0.0,0.0,1003.1
2017-02-02 ,20:00,7932.5,4128.4,16.58,0.16,215.4,404.23,71.18,1738.9,373.0,362.0,0.0,0.0,1003.9
2017-02-02 ,21:00,7679.9,4335.5599999999995,20.02,0.16,135.08,429.5,71.23,1742.8,374.0,365.0,0.0,0.0,1003.8
2017-02-02 ,22:00,7847.62,4303.8099999999995,16.31,0.15,131.2,411.73,71.23,1741.7,374.0,364.0,0.0,0.0,1003.7
2017-02-02 ,23:00,7772.62,4534.389999999999,21.52,0.16,160.0,418.1,71.48,1742.1,373.0,365.0,0.0,0.0,1004.1
2017-02-03 ,00:00,7919.55,4499.370000000001,18.21,0.16,132.1,394.6,72.53,1740.9,373.0,364.0,0.0,0.0,1003.9
2017-02-03 ,01:00,7822.52,4493.0199999999995,11.25,0.16,120.2,370.8,72.88,1742.0,373.0,365.0,0.0,0.0,1004.0
2017-02-03 ,02:00,7783.3,4500.5,5.19,0.15,129.4,352.2,72.83,1739.2,373.0,363.0,0.0,0.0,1003.2
2017-02-03 ,03:00,7774.3,4316.01,10.02,0.14,126.6,337.3,72.1,1740.4,373.0,364.0,0.0,0.0,1003.4
2017-02-03 ,04:00,7589.74,4589.25,17.14,0.13,118.1,385.6,72.95,1738.9,373.0,362.0,0.0,0.0,1003.9
