Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2020-11-01 ,00:00,6035.2,2984.1,993.0,1259.0,0,366.6,365.5,2595.3,0.0,455.8
2020-11-01 ,01:00,6062.12,2986.1,994.0,1260.0,0,366.6,365.5,1614.6,0.0,1461.4
2020-11-01 ,02:00,6752.98,2983.3,993.1,1258.0,0,366.5,365.7,1855.1,0.0,1914.6
2020-11-01 ,03:00,6910.8,2984.6,992.9,1260.0,0,366.3,365.4,2046.6,0.0,1879.6
2020-11-01 ,04:00,6877.62,2983.2,993.1,1259.0,0,365.5,365.6,2076.3,0.0,1818.2
2020-11-01 ,05:00,6813.76,2982.8,993.1,1259.0,0,365.1,365.6,1991.6,0.0,1839.4
2020-11-01 ,06:00,6869.1,2981.3,992.7,1258.0,0,365.1,365.5,1920.8,0.0,1967.0
2020-11-01 ,07:00,6910.89,2982.1,993.3,1258.0,0,365.3,365.5,2058.5,16.27,1854.0
2020-11-01 ,08:00,6998.5,2980.5,991.2,1258.0,0,365.7,365.6,2105.2,54.49,1858.3
2020-11-01 ,09:00,7268.12,2974.1,985.9,1257.0,0,365.7,365.5,2310.1,128.14,1855.8
2020-11-01 ,10:00,7297.67,2971.0,983.9,1256.0,0,365.6,365.5,2185.9,275.91,1864.9
2020-11-01 ,11:00,7369.79,2967.9,983.4,1253.0,0,366.0,365.5,2305.0,452.05,1644.8
2020-11-01 ,12:00,7178.4,2972.6,989.1,1252.0,0,366.0,365.5,1852.1,367.66,1986.0
2020-11-01 ,13:00,7314.01,2970.1,988.3,1250.0,0,366.1,365.7,3203.7,211.56,928.6
2020-11-01 ,14:00,6330.21,2965.7,985.8,1248.0,0,366.2,365.7,1542.6,198.52,1623.4
2020-11-01 ,15:00,6840.48,2959.3,979.8,1248.0,0,366.1,365.4,1719.6,51.01,2110.5
2020-11-01 ,16:00,7183.0,2956.2,977.1,1248.0,0,365.7,365.4,2965.7,0.64,1260.5
2020-11-01 ,17:00,7073.56,2956.9,977.9,1248.0,0,365.7,365.3,4112.4,0.0,4.2
2020-11-01 ,18:00,7129.15,2955.8,977.9,1247.0,0,365.6,365.3,4173.3,0.0,-389.9
2020-11-01 ,19:00,6813.49,2956.7,978.1,1247.0,0,366.1,365.5,3496.8,0.0,360.0
2020-11-01 ,20:00,6497.37,2955.6,977.7,1246.0,0,366.3,365.6,2366.6,0.0,1175.2
2020-11-01 ,21:00,6706.97,2957.6,978.2,1247.0,0,366.8,365.6,2435.0,0.0,1314.3
2020-11-01 ,22:00,6745.94,2956.8,978.5,1246.0,0,366.7,365.6,2118.7,0.0,1670.4
2020-11-01 ,23:00,6971.1,2958.6,978.4,1248.0,0,366.7,365.5,2268.6,0.0,1743.9
2020-11-02 ,00:00,6851.03,2954.8,976.4,1246.0,0,366.9,365.5,2177.7,0.0,1718.5
2020-11-02 ,01:00,6671.35,2955.6,976.2,1247.0,0,366.8,365.6,1848.7,0.0,1867.1
2020-11-02 ,02:00,6659.14,2954.3,975.9,1246.0,0,366.8,365.6,1787.7,0.0,1917.1
2020-11-02 ,03:00,6613.43,2953.2,975.1,1246.0,0,366.5,365.6,1578.5,0.0,2081.8
2020-11-02 ,04:00,6753.25,2952.6,976.2,1245.0,0,365.9,365.5,1386.6,0.0,2414.0
2020-11-02 ,05:00,7119.69,2951.4,975.5,1245.0,0,365.3,365.6,1700.0,0.0,2468.3
2020-11-02 ,06:00,7661.58,2950.8,974.9,1245.0,0,365.4,365.5,3322.2,2.55,1386.0
2020-11-02 ,07:00,7503.36,2949.7,973.6,1245.0,0,365.5,365.6,4076.1,120.12,357.5
2020-11-02 ,08:00,7763.49,2946.4,973.2,1242.0,0,365.8,365.4,4221.5,303.31,292.3
2020-11-02 ,09:00,7768.33,2943.3,971.7,1240.0,0,366.1,365.5,4130.8,475.03,219.2
2020-11-02 ,10:00,7851.89,2936.2,969.5,1235.0,0,366.3,365.4,4171.5,744.19,-202.5
2020-11-02 ,11:00,8025.84,2929.6,967.5,1230.0,0,366.6,365.5,3993.5,688.46,414.3
2020-11-02 ,12:00,7589.34,2923.0,967.8,1223.0,0,366.7,365.5,3273.4,899.94,493.0
2020-11-02 ,13:00,7557.98,2919.2,967.0,1220.0,0,366.8,365.4,2871.2,712.04,1055.6
2020-11-02 ,14:00,7503.04,2919.5,967.6,1220.0,0,366.7,365.2,3199.5,425.93,958.1
2020-11-02 ,15:00,7397.97,2919.4,968.5,1219.0,0,366.6,365.3,4379.8,98.8,-357.3
2020-11-02 ,16:00,7414.28,2921.6,967.7,1222.0,0,366.6,365.3,4488.9,3.82,-3249.0
2020-11-02 ,17:00,7780.91,2927.3,968.6,1227.0,0,366.3,365.4,4853.6,0.0,-3166.3
2020-11-02 ,18:00,7943.13,2931.8,970.1,1230.0,0,366.3,365.4,5011.3,0.0,-3199.4
2020-11-02 ,19:00,7539.34,2935.1,971.4,1232.0,0,366.4,365.3,4604.2,0.0,-1120.6
2020-11-02 ,20:00,7019.39,2939.1,971.3,1236.0,0,366.4,365.4,3958.8,0.0,121.5
2020-11-02 ,21:00,6641.99,2939.3,971.3,1236.0,0,366.6,365.4,3493.9,0.0,208.8
2020-11-02 ,22:00,6474.15,2942.9,971.8,1239.0,0,366.7,365.4,3165.1,0.0,366.1
2020-11-02 ,23:00,6325.68,2944.1,972.2,1240.0,0,366.6,365.3,2172.6,0.0,1209.0
2020-11-03 ,00:00,6630.35,2944.7,972.2,1240.0,0,367.0,365.5,1998.6,0.0,1687.1
2020-11-03 ,01:00,6790.66,2943.3,972.2,1239.0,0,366.8,365.3,1984.1,0.0,1863.2
2020-11-03 ,02:00,6784.91,2853.9,971.9,1238.0,0,317.8,326.2,1907.0,0.0,2024.0
2020-11-03 ,03:00,6670.87,2837.5,971.3,1236.0,0,314.7,315.5,2176.9,0.0,1656.5
