Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2017-09-01 ,00:00,6308.89,2073.7,990.7,1083.0,0.0,0.0,0.0,4187.3,0.05,47.8
2017-09-01 ,01:00,6319.31,2074.2,990.2,1084.0,0.0,0.0,0.0,4245.1,0.04,-63.6
2017-09-01 ,02:00,6242.33,2074.0,991.0,1083.0,0.0,0.0,0.0,4168.3,0.05,-300.5
2017-09-01 ,03:00,6079.36,2074.5,990.5,1084.0,0.0,0.0,0.0,4004.8,0.04,-93.5
2017-09-01 ,04:00,6344.83,2073.5,989.5,1084.0,0.0,0.0,0.0,4271.3,0.01,-44.0
2017-09-01 ,05:00,6622.16,2072.7,988.7,1084.0,0.0,0.0,0.0,4547.8,1.65,-1181.1
2017-09-01 ,06:00,7012.88,2073.0,989.0,1084.0,0.0,0.0,0.0,4927.6,12.33,-1546.6
2017-09-01 ,07:00,7473.21,2072.0,986.0,1086.0,0.0,0.0,0.0,5368.4,32.77,-1618.3
2017-09-01 ,08:00,7600.14,2069.1,985.1,1084.0,0.0,0.0,0.0,5467.0,64.03,-1297.4
2017-09-01 ,09:00,7683.9,2069.9,986.9,1083.0,0.0,0.0,0.0,5523.2,90.79,-1022.5
2017-09-01 ,10:00,7843.34,2067.2,985.2,1082.0,0.0,0.0,0.0,5676.2,99.92,-824.4
2017-09-01 ,11:00,7410.9,2066.8,984.8,1082.0,0.0,0.0,0.0,5243.6,100.5,-701.7
2017-09-01 ,12:00,7372.89,2063.8,984.8,1079.0,0.0,0.0,0.0,5223.2,85.92,-604.6
2017-09-01 ,13:00,7292.56,2066.1,985.1,1081.0,0.0,0.0,0.0,5159.9,66.53,-332.3
2017-09-01 ,14:00,7392.15,2065.9,984.9,1081.0,0.0,0.0,0.0,5275.4,50.9,-394.4
2017-09-01 ,15:00,7269.84,2064.9,983.9,1081.0,0.0,0.0,0.0,5170.8,34.1,-770.6
2017-09-01 ,16:00,7106.16,2062.7,983.7,1079.0,0.0,0.0,0.0,5024.6,18.91,-1678.8
2017-09-01 ,17:00,6963.68,2064.0,984.0,1080.0,0.0,0.0,0.0,4896.2,3.51,-2586.4
2017-09-01 ,18:00,6829.56,2066.5,986.5,1080.0,0.0,0.0,0.0,4762.9,0.13,-2645.6
2017-09-01 ,19:00,6687.11,2072.1,988.1,1084.0,0.0,0.0,0.0,4614.9,0.12,-1721.6
2017-09-01 ,20:00,6401.81,2074.0,989.0,1085.0,0.0,0.0,0.0,4327.7,0.12,-1121.1
2017-09-01 ,21:00,6446.76,2072.8,988.8,1084.0,0.0,0.0,0.0,4373.8,0.13,-1115.2
2017-09-01 ,22:00,6001.87,2073.4,989.4,1084.0,0.0,0.0,0.0,3928.3,0.16,-1387.9
2017-09-01 ,23:00,5747.66,2074.9,989.9,1085.0,0.0,0.0,0.0,3672.6,0.15,-1232.5
2017-09-02 ,00:00,5633.81,2078.3,990.3,1088.0,0.0,0.0,0.0,3555.4,0.15,-701.5
2017-09-02 ,01:00,5690.62,2077.1,990.1,1087.0,0.0,0.0,0.0,3613.4,0.13,-755.8
2017-09-02 ,02:00,5588.81,2080.4,992.4,1088.0,0.0,0.0,0.0,3508.3,0.11,-777.5
2017-09-02 ,03:00,5546.44,2081.2,993.2,1088.0,0.0,0.0,0.0,3465.1,0.12,-772.3
2017-09-02 ,04:00,5539.46,2080.7,992.7,1088.0,0.0,0.0,0.0,3458.6,0.11,-838.6
2017-09-02 ,05:00,5594.91,2082.1,993.1,1089.0,0.0,0.0,0.0,3509.2,3.62,-1269.2
2017-09-02 ,06:00,5583.9,2082.3,993.3,1089.0,0.0,0.0,0.0,3483.6,18.02,-1781.5
2017-09-02 ,07:00,5912.03,2079.9,991.9,1088.0,0.0,0.0,0.0,3787.4,44.77,-2372.9
2017-09-02 ,08:00,6041.18,2078.3,992.3,1086.0,0.0,0.0,0.0,3895.0,67.86,-2042.4
2017-09-02 ,09:00,6139.1,2077.7,991.7,1086.0,0.0,0.0,0.0,3988.6,72.79,-1922.7
2017-09-02 ,10:00,6290.52,2079.1,993.1,1086.0,0.0,0.0,0.0,4129.1,82.34,-1209.2
2017-09-02 ,11:00,6532.59,2081.0,994.0,1087.0,0.0,0.0,0.0,4355.1,96.45,-314.6
2017-09-02 ,12:00,6485.83,2080.6,993.6,1087.0,0.0,0.0,0.0,4022.0,107.43,275.8
2017-09-02 ,13:00,6458.33,2082.6,996.6,1086.0,0.0,0.0,0.0,3857.4,124.38,393.9
2017-09-02 ,14:00,6344.29,2087.7,1000.7,1087.0,0.0,0.0,0.0,4098.2,112.32,46.1
2017-09-02 ,15:00,6251.84,2088.2,1000.2,1088.0,0.0,0.0,0.0,4087.4,76.22,-762.9
2017-09-02 ,16:00,6064.02,2082.5,995.5,1087.0,0.0,0.0,0.0,3947.3,34.18,-1860.7
2017-09-02 ,17:00,5880.77,2087.4,998.4,1089.0,0.0,0.0,0.0,3786.7,6.64,-2926.3
2017-09-02 ,18:00,5917.4,2086.6,997.6,1089.0,0.0,0.0,0.0,3830.6,0.2,-3326.8
2017-09-02 ,19:00,5908.54,2086.8,997.8,1089.0,0.0,0.0,0.0,3821.5,0.21,-2894.2
2017-09-02 ,20:00,5714.7,2087.2,997.2,1090.0,0.0,0.0,0.0,3627.3,0.22,-2244.8
2017-09-02 ,21:00,5740.01,2088.4,997.4,1091.0,0.0,0.0,0.0,3651.4,0.22,-1256.5
2017-09-02 ,22:00,5761.61,2089.1,997.1,1092.0,0.0,0.0,0.0,3672.3,0.19,-864.1
2017-09-02 ,23:00,5689.64,2088.6,996.6,1092.0,0.0,0.0,0.0,3600.9,0.18,-15.4
2017-09-03 ,00:00,5804.1,2088.9,996.9,1092.0,0.0,0.0,0.0,3329.5,0.19,385.5
2017-09-03 ,01:00,5820.21,2089.5,997.5,1092.0,0.0,0.0,0.0,3282.7,0.18,447.8
2017-09-03 ,02:00,5812.34,2087.9,996.9,1091.0,0.0,0.0,0.0,3424.0,0.18,300.3
2017-09-03 ,03:00,5656.84,2088.8,996.8,1092.0,0.0,0.0,0.0,3276.1,0.19,291.7
2017-09-03 ,04:00,5569.9,2089.3,997.3,1092.0,0.0,0.0,0.0,3154.3,0.19,326.1
2017-09-03 ,05:00,5679.0,2092.1,997.1,1095.0,0.0,0.0,0.0,3429.8,6.0,151.1
