Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2018-01-01 ,00:00,7354.79,2594.8,783.2,1073.0,373.7,0.0,364.9,2295.0,0.21,2464.8
2018-01-01 ,01:00,7282.36,2810.3,1001.0,1071.0,373.5,0.0,364.8,1791.2,0.21,2680.7
2018-01-01 ,02:00,7457.25,2813.4,1002.3,1073.0,373.7,0.0,364.4,1901.8,0.21,2741.8
2018-01-01 ,03:00,7428.88,1864.2,50.2,1077.0,373.3,0.0,363.7,3016.8,0.21,2547.7
2018-01-01 ,04:00,7226.11,2264.4,451.2,1077.0,373.6,0.0,362.6,2321.0,0.22,2640.4
2018-01-01 ,05:00,7241.18,2816.7,1002.9,1078.0,373.6,0.0,362.2,1923.5,0.22,2500.8
2018-01-01 ,06:00,7144.63,2816.4,1003.8,1077.0,373.5,0.0,362.1,1929.5,0.22,2398.5
2018-01-01 ,07:00,7020.82,2817.0,1003.6,1078.0,373.3,0.0,362.1,1742.2,1.71,2459.9
2018-01-01 ,08:00,7091.02,2818.0,1004.2,1078.0,373.4,0.0,362.4,1620.5,22.19,2630.3
2018-01-01 ,09:00,7236.81,2817.5,1003.5,1078.0,373.4,0.0,362.6,1866.1,64.71,2488.5
2018-01-01 ,10:00,7326.15,2815.0,1002.6,1076.0,373.4,0.0,363.0,2205.7,98.17,2207.3
2018-01-01 ,11:00,7326.06,2769.0,1001.9,1077.0,373.7,0.0,316.4,2066.3,107.21,2383.6
2018-01-01 ,12:00,7737.1,2763.8,1001.6,1076.0,373.6,0.0,312.6,2716.4,96.19,2160.7
2018-01-01 ,13:00,7623.01,2764.0,1001.9,1076.0,373.5,0.0,312.6,2543.9,54.76,2260.3
2018-01-01 ,14:00,7417.35,2803.0,1001.8,1077.0,373.5,0.0,350.7,2209.7,16.79,2387.8
2018-01-01 ,15:00,7396.77,2813.6,1001.2,1076.0,373.5,0.0,362.9,1856.5,2.14,2724.6
2018-01-01 ,16:00,7667.75,2814.5,1002.0,1076.0,373.5,0.0,363.0,1896.0,0.22,2957.1
2018-01-01 ,17:00,7892.38,2817.6,1005.3,1076.0,373.6,0.0,362.7,4043.3,0.22,1031.3
2018-01-01 ,18:00,7033.24,2814.7,1004.6,1074.0,373.4,0.0,362.7,2826.4,0.22,1391.9
2018-01-01 ,19:00,7236.59,2812.3,1002.9,1073.0,373.5,0.0,362.9,2948.3,0.22,1475.7
2018-01-01 ,20:00,6775.97,2814.3,1002.2,1075.0,373.6,0.0,363.5,1205.9,0.22,2755.6
2018-01-01 ,21:00,7374.76,2813.6,1001.7,1074.0,373.6,0.0,364.3,1370.4,0.22,3190.5
2018-01-01 ,22:00,7647.98,2814.2,1002.0,1074.0,373.5,0.0,364.7,1485.8,0.22,3347.8
2018-01-01 ,23:00,7604.66,2815.6,1002.3,1075.0,373.6,0.0,364.7,1609.2,0.25,3179.6
