Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2017-08-01 ,00:00,5581.59,2778.6,979.0,1086.0,359.6,0.0,354.0,2802.8,0.24,-629.6
2017-08-01 ,01:00,5563.33,2780.1,978.8,1088.0,359.3,0.0,354.0,2783.0,0.23,-576.8
2017-08-01 ,02:00,5563.12,2782.7,980.4,1089.0,359.3,0.0,354.0,2780.2,0.23,-734.0
2017-08-01 ,03:00,5283.6,2784.6,981.1,1090.0,359.5,0.0,354.0,2498.8,0.22,-1119.4
2017-08-01 ,04:00,4966.59,2787.0,981.7,1092.0,359.3,0.0,354.0,2173.5,6.06,-2294.2
2017-08-01 ,05:00,4238.48,2786.3,980.9,1093.0,359.4,0.0,353.0,1414.3,37.89,-4502.0
2017-08-01 ,06:00,4285.75,2779.2,977.8,1087.0,359.4,0.0,355.0,1415.2,91.32,-5631.8
2017-08-01 ,07:00,4555.55,2775.5,980.3,1082.0,359.2,0.0,354.0,1624.1,155.96,-5171.5
2017-08-01 ,08:00,4781.99,2758.4,974.4,1072.0,359.0,0.0,353.0,1820.2,203.39,-5390.5
2017-08-01 ,09:00,4944.75,2748.7,971.7,1064.0,359.0,0.0,354.0,1954.8,241.21,-5252.4
2017-08-01 ,10:00,5115.78,2739.8,970.7,1057.0,359.1,0.0,353.0,2122.0,253.94,-4050.5
2017-08-01 ,11:00,5198.37,2735.7,969.7,1054.0,359.0,0.0,353.0,2202.0,260.63,-3396.2
2017-08-01 ,12:00,5061.62,2726.0,962.1,1052.0,358.9,0.0,353.0,2085.8,249.81,-3114.6
2017-08-01 ,13:00,4987.9,2723.8,960.8,1051.0,359.0,0.0,353.0,2058.2,205.91,-3157.5
2017-08-01 ,14:00,5021.2,2726.8,961.9,1054.0,358.9,0.0,352.0,2151.0,143.37,-3827.2
2017-08-01 ,15:00,5127.87,2738.4,968.3,1058.0,359.1,0.0,353.0,2304.1,85.35,-5404.8
2017-08-01 ,16:00,5325.64,2745.5,970.3,1064.0,359.2,0.0,352.0,2531.6,48.56,-5885.4
2017-08-01 ,17:00,5420.09,2745.6,968.4,1066.0,359.2,0.0,352.0,2651.5,22.99,-6248.8
2017-08-01 ,18:00,5233.69,2747.3,967.9,1067.0,359.4,0.0,353.0,2481.2,5.23,-5452.7
2017-08-01 ,19:00,5106.64,2755.1,970.9,1072.0,359.2,0.0,353.0,2351.5,0.01,-3884.9
2017-08-01 ,20:00,5224.15,2758.8,972.8,1074.0,359.0,0.0,353.0,2465.3,0.01,-3297.7
2017-08-01 ,21:00,5357.87,2761.0,974.8,1074.0,359.2,0.0,353.0,2596.8,0.03,-2424.9
2017-08-01 ,22:00,5245.62,2762.6,976.5,1075.0,359.1,0.0,352.0,2483.0,0.04,-939.5
2017-08-01 ,23:00,5384.39,2760.0,973.0,1076.0,359.0,0.0,352.0,2624.3,0.05,-623.0
2017-08-02 ,00:00,5573.37,2768.7,970.1,1087.0,358.6,0.0,353.0,2804.6,0.04,-710.2
2017-08-02 ,01:00,5546.33,2773.4,973.0,1090.0,358.4,0.0,352.0,2772.9,0.05,-793.4
2017-08-02 ,02:00,5417.69,2775.1,974.8,1090.0,358.3,0.0,352.0,2642.6,0.02,-894.7
2017-08-02 ,03:00,5332.04,2780.5,976.4,1092.0,358.1,0.0,354.0,2551.5,0.02,-1125.5
2017-08-02 ,04:00,5134.7,2779.3,979.1,1090.0,358.2,0.0,352.0,2351.0,4.37,-1198.8
2017-08-02 ,05:00,5293.1,2780.3,978.8,1091.0,358.5,0.0,352.0,2483.6,29.17,-3460.7
2017-08-02 ,06:00,5779.25,2778.3,977.9,1089.0,358.4,0.0,353.0,2928.9,72.04,-4481.8
2017-08-02 ,07:00,6251.61,2772.3,975.0,1085.0,358.3,0.0,354.0,3350.2,129.13,-4770.1
2017-08-02 ,08:00,6477.71,2757.9,971.8,1077.0,357.1,0.0,352.0,3529.3,190.47,-4393.3
2017-08-02 ,09:00,6669.8,2749.8,968.3,1071.0,357.5,0.0,353.0,3691.1,228.94,-3111.0
2017-08-02 ,10:00,6812.5,2739.0,964.9,1062.0,358.1,0.0,354.0,3822.2,251.34,-1843.5
2017-08-02 ,11:00,6622.94,2729.1,961.7,1056.0,358.4,0.0,353.0,3633.3,260.53,-769.6
2017-08-02 ,12:00,6870.76,2722.1,961.6,1050.0,358.5,0.0,352.0,3896.9,251.75,-636.6
2017-08-02 ,13:00,6875.46,2722.4,959.9,1051.0,358.5,0.0,353.0,3922.6,230.49,-16.1
2017-08-02 ,14:00,7111.27,2719.3,958.8,1050.0,358.5,0.0,352.0,4194.2,197.78,-481.9
2017-08-02 ,15:00,6882.42,2719.6,959.6,1049.0,359.0,0.0,352.0,4013.2,149.57,-2422.7
2017-08-02 ,16:00,6360.92,2719.4,960.5,1048.0,358.9,0.0,352.0,3551.0,90.47,-4699.0
2017-08-02 ,17:00,6333.35,2718.7,958.7,1048.0,359.0,0.0,353.0,3580.0,34.63,-5925.1
2017-08-02 ,18:00,6127.49,2724.2,964.0,1049.0,359.2,0.0,352.0,3397.6,5.69,-5590.8
2017-08-02 ,19:00,5898.79,2731.9,967.7,1052.0,359.2,0.0,353.0,3166.7,0.2,-5415.9
2017-08-02 ,20:00,5965.83,2736.7,971.4,1055.0,359.3,0.0,351.0,3228.9,0.2,-4192.6
2017-08-02 ,21:00,5972.08,2746.0,972.7,1060.0,359.3,0.0,354.0,3225.8,0.23,-2433.2
2017-08-02 ,22:00,5614.71,2745.2,969.7,1065.0,359.5,0.0,351.0,2869.3,0.23,-1144.1
2017-08-02 ,23:00,5354.81,2750.6,970.4,1068.0,359.2,0.0,353.0,2604.0,0.23,-560.2
2017-08-03 ,00:00,5672.52,2754.5,972.4,1071.0,359.1,0.0,352.0,2917.8,0.23,-609.6
2017-08-03 ,01:00,5493.66,2756.1,972.1,1073.0,359.0,0.0,352.0,2737.3,0.23,-338.9
2017-08-03 ,02:00,5752.13,2755.9,971.9,1073.0,359.0,0.0,352.0,2996.0,0.2,-721.1
