Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2020-06-01 ,00:00,6745.37,2881.4,987.6,1167.0,0,364.0,362.8,2257.6,0.0,1606.4
2020-06-01 ,01:00,6843.44,2881.6,987.9,1167.0,0,363.9,362.8,2470.4,0.0,1491.5
2020-06-01 ,02:00,6782.82,2881.9,988.4,1167.0,0,363.8,362.7,2604.1,0.0,1296.8
2020-06-01 ,03:00,6675.16,2883.7,989.5,1168.0,0,363.4,362.8,3002.3,0.0,789.2
2020-06-01 ,04:00,6243.99,2884.9,990.0,1169.0,0,363.1,362.8,2593.9,40.57,724.7
2020-06-01 ,05:00,6269.59,2881.5,989.1,1166.0,0,363.6,362.8,3130.3,218.21,39.6
2020-06-01 ,06:00,5890.3,2878.0,988.2,1163.0,0,364.0,362.8,2476.5,535.84,-34.7
2020-06-01 ,07:00,6234.04,2873.8,987.0,1160.0,0,363.9,362.9,2217.2,959.91,183.1
2020-06-01 ,08:00,6781.42,2866.5,984.5,1156.0,0,363.6,362.4,2072.4,1273.05,569.5
2020-06-01 ,09:00,7453.6,2859.0,982.2,1151.0,0,363.5,362.3,2396.1,1512.36,686.2
2020-06-01 ,10:00,7611.25,2851.1,979.7,1146.0,0,363.3,362.1,2531.5,1594.96,633.6
2020-06-01 ,11:00,7643.23,2845.4,977.5,1143.0,0,363.2,361.7,2741.7,1644.67,411.5
2020-06-01 ,12:00,7474.21,2840.3,975.8,1140.0,0,363.0,361.5,2440.4,1631.28,562.2
2020-06-01 ,13:00,7339.6,2834.8,973.9,1137.0,0,362.7,361.2,2329.6,1525.79,649.4
2020-06-01 ,14:00,7240.76,2828.8,972.2,1133.0,0,362.6,361.0,2442.1,1344.92,624.9
2020-06-01 ,15:00,7219.14,2825.8,970.3,1132.0,0,362.5,361.0,3240.2,1081.45,71.7
2020-06-01 ,16:00,6589.23,2825.1,970.0,1132.0,0,362.3,360.8,3050.4,713.76,-2333.4
2020-06-01 ,17:00,5623.68,2826.7,970.5,1133.0,0,362.3,360.9,2455.8,341.23,-4474.7
2020-06-01 ,18:00,5525.74,2830.2,970.9,1136.0,0,362.4,360.9,2599.3,96.27,-4552.3
2020-06-01 ,19:00,5465.12,2835.5,972.6,1139.0,0,362.6,361.3,2623.3,6.28,-4179.5
2020-06-01 ,20:00,5530.66,2841.9,973.4,1144.0,0,363.0,361.5,2688.8,0.0,-4880.1
2020-06-01 ,21:00,5620.68,2847.1,975.1,1147.0,0,363.2,361.8,2773.6,0.0,-3116.6
2020-06-01 ,22:00,5392.55,2852.7,977.0,1150.0,0,363.4,362.3,2539.9,0.0,-1522.3
2020-06-01 ,23:00,5174.91,2857.9,978.6,1153.0,0,363.9,362.4,2317.0,0.0,-404.0
2020-06-02 ,00:00,5389.01,2863.1,980.4,1156.0,0,364.1,362.6,2484.1,0.0,41.8
2020-06-02 ,01:00,5560.25,2868.7,982.0,1160.0,0,364.0,362.7,2605.0,0.0,86.5
2020-06-02 ,02:00,5579.73,2870.7,983.0,1161.0,0,363.9,362.8,2709.0,0.0,-149.7
2020-06-02 ,03:00,5270.91,2874.9,984.5,1164.0,0,363.5,362.9,2396.0,0.0,-320.2
2020-06-02 ,04:00,5430.27,2874.0,984.5,1164.0,0,363.0,362.5,2509.8,46.49,-2059.5
2020-06-02 ,05:00,5637.23,2871.7,982.7,1163.0,0,363.3,362.7,2540.2,225.33,-2416.3
2020-06-02 ,06:00,6368.39,2865.0,979.5,1158.0,0,364.9,362.6,2972.0,531.39,-3889.8
2020-06-02 ,07:00,6825.92,2858.5,977.0,1152.0,0,366.9,362.6,3015.8,951.57,-4442.0
2020-06-02 ,08:00,6954.5,2847.7,975.7,1145.0,0,364.7,362.3,2821.8,1285.05,-3218.1
2020-06-02 ,09:00,7092.34,2837.7,973.2,1139.0,0,363.4,362.1,2789.0,1465.59,-2371.3
2020-06-02 ,10:00,7387.76,2830.8,971.6,1134.0,0,363.4,361.8,2970.4,1586.58,-3005.7
2020-06-02 ,11:00,7027.44,2828.6,970.1,1134.0,0,363.0,361.5,2564.3,1634.58,-3036.2
2020-06-02 ,12:00,7065.41,2824.1,969.2,1131.0,0,362.7,361.2,2617.5,1623.85,-1960.1
2020-06-02 ,13:00,6945.81,2819.7,968.1,1128.0,0,362.6,361.0,2602.7,1523.4,-2271.0
2020-06-02 ,14:00,6779.96,2816.2,967.3,1126.0,0,362.3,360.6,2669.8,1293.95,-2472.3
2020-06-02 ,15:00,6693.42,2814.3,965.9,1126.0,0,362.0,360.4,2820.9,1058.25,-3972.0
2020-06-02 ,16:00,6640.48,2811.7,964.8,1125.0,0,361.8,360.1,3129.3,699.46,-6242.8
2020-06-02 ,17:00,6700.59,2812.1,964.4,1126.0,0,361.6,360.1,3539.8,348.7,-7096.7
2020-06-02 ,18:00,6534.18,2816.1,963.8,1130.0,0,362.0,360.3,3620.0,98.06,-6467.6
2020-06-02 ,19:00,6303.04,2819.7,966.0,1131.0,0,362.1,360.6,3477.7,5.68,-6546.1
2020-06-02 ,20:00,6236.99,2826.8,968.0,1136.0,0,362.4,360.4,3410.2,0.0,-7295.7
2020-06-02 ,21:00,6220.05,2834.8,971.2,1140.0,0,362.6,361.0,3385.2,0.0,-6632.6
2020-06-02 ,22:00,5838.77,2840.7,973.9,1143.0,0,362.8,361.0,2998.1,0.0,-4676.3
2020-06-02 ,23:00,5521.46,2845.4,974.9,1146.0,0,363.2,361.3,2676.1,0.0,-3500.5
2020-06-03 ,00:00,5304.64,2848.2,976.4,1147.0,0,363.4,361.4,2456.4,0.0,-2284.5
2020-06-03 ,01:00,5173.47,2851.5,977.8,1149.0,0,363.1,361.6,2322.0,0.0,-1888.0
2020-06-03 ,02:00,5063.4,2854.2,978.5,1151.0,0,363.2,361.5,2209.2,0.0,-1952.5
2020-06-03 ,03:00,4825.74,2858.1,979.4,1154.0,0,363.1,361.6,1967.6,0.0,-2043.2
2020-06-03 ,04:00,5084.72,2856.4,979.5,1153.0,0,362.6,361.3,2191.0,37.27,-3932.6
2020-06-03 ,05:00,5768.61,2855.0,978.6,1153.0,0,362.4,361.0,2701.7,211.9,-5824.1
2020-06-03 ,06:00,6514.69,2850.6,977.2,1150.0,0,362.4,361.0,3144.9,519.15,-6431.8
2020-06-03 ,07:00,6932.86,2839.7,973.4,1143.0,0,362.5,360.8,3076.4,1016.81,-6145.6
2020-06-03 ,08:00,7016.92,2830.9,969.7,1138.0,0,362.4,360.8,2932.3,1253.7,-6177.8
2020-06-03 ,09:00,7141.53,2816.3,965.8,1128.0,0,362.1,360.4,2903.1,1422.08,-5298.8
2020-06-03 ,10:00,7442.49,2809.5,964.4,1123.0,0,361.9,360.2,2968.6,1664.38,-4822.6
2020-06-03 ,11:00,7092.94,2812.7,964.0,1127.0,0,361.7,360.0,2626.0,1654.24,-3993.4
2020-06-03 ,12:00,7103.95,2812.6,962.1,1129.0,0,361.6,359.9,3430.7,860.66,-3442.6
2020-06-03 ,13:00,7043.79,2805.5,960.4,1124.0,0,361.5,359.6,3613.3,624.96,-4374.5
2020-06-03 ,14:00,6931.37,2802.4,960.3,1121.0,0,361.4,359.7,3075.8,1053.2,-4380.5
2020-06-03 ,15:00,6843.2,2803.8,962.3,1121.0,0,361.2,359.3,3827.8,211.62,-4396.7
2020-06-03 ,16:00,6798.21,2802.9,963.8,1119.0,0,360.8,359.3,3937.5,57.85,-3932.0
