Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Hydro & other,Solar,Import+/Export-
2018-03-01 ,00:00,7718.49,2842.1,1018.5,1088.0,373.8,0.0,361.8,4876.4,0.01,-1119.0
2018-03-01 ,01:00,7648.81,2834.5,1009.9,1089.0,373.9,0.0,361.7,4814.3,0.01,-290.2
2018-03-01 ,02:00,7710.41,2835.8,1010.4,1090.0,373.8,0.0,361.6,4874.6,0.01,-377.0
2018-03-01 ,03:00,7687.15,2833.6,1009.8,1089.0,373.9,0.0,360.9,4828.3,0.01,25.2
2018-03-01 ,04:00,7562.81,2831.9,1007.9,1090.0,373.8,0.0,360.2,4730.9,0.01,-881.2
2018-03-01 ,05:00,7846.96,2832.9,1008.5,1091.0,373.7,0.0,359.7,5014.0,0.01,-1394.5
2018-03-01 ,06:00,8316.08,2830.7,1006.1,1091.0,373.8,0.0,359.8,5485.3,0.09,-1301.2
2018-03-01 ,07:00,8925.22,2829.8,1006.3,1090.0,373.7,0.0,359.8,6094.8,0.63,-933.3
2018-03-01 ,08:00,9379.76,2830.6,1006.3,1091.0,373.6,0.0,359.7,6548.0,1.15,-908.3
2018-03-01 ,09:00,9606.83,2829.7,1005.4,1091.0,373.4,0.0,359.9,6774.2,2.9,-647.3
2018-03-01 ,10:00,9724.1,2827.8,1004.7,1090.0,373.5,0.0,359.6,6891.9,4.36,-822.4
2018-03-01 ,11:00,9625.66,2829.4,1005.5,1090.0,373.7,0.0,360.2,6791.7,4.53,-536.0
2018-03-01 ,12:00,9487.67,2838.0,1016.1,1088.0,373.5,0.0,360.4,6645.2,4.5,-504.4
2018-03-01 ,13:00,9469.52,2835.0,1015.6,1085.0,373.7,0.0,360.7,6630.2,4.34,-409.8
2018-03-01 ,14:00,9258.11,2828.5,1011.3,1083.0,373.6,0.0,360.6,6331.7,4.86,93.1
2018-03-01 ,15:00,9081.71,2824.0,1006.7,1083.0,373.7,0.0,360.6,6123.5,2.95,131.2
2018-03-01 ,16:00,8963.89,2823.0,1005.9,1083.0,373.7,0.0,360.4,6140.2,0.71,-196.4
2018-03-01 ,17:00,8872.43,2824.1,1006.0,1084.0,373.5,0.0,360.6,6048.3,0.02,-1492.4
2018-03-01 ,18:00,9212.71,2828.1,1010.8,1083.0,373.7,0.0,360.6,6384.6,0.01,-1452.9
